sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
182,46,gossip,nonIC,high,pl,Oliver gossiped with the advisees of the specialist who were, were,-5.451626777648926,"[('iver', -7.989095687866211), (' gossip', -15.245546340942383), ('ed', -3.381329298019409), (' with', -3.5409488677978516), (' the', -2.289010524749756), (' advise', -13.811832427978516), ('es', -10.911149024963379), (' of', -0.9255138635635376), (' the', -1.6038857698440552), (' specialist', -10.656198501586914), (' who', -3.8226494789123535), (' were', -5.451626777648926)]"
183,46,comfort,IC,low,sg,Oliver comforted the advisees of the specialist who was, was,-2.503728151321411,"[('iver', -7.989095687866211), (' comfort', -11.617097854614258), ('ed', -1.519978404045105), (' the', -1.9341157674789429), (' advise', -15.057297706604004), ('es', -7.9447922706604), (' of', -2.4362995624542236), (' the', -1.369315266609192), (' specialist', -10.98298168182373), (' who', -3.3283233642578125), (' was', -2.503728151321411)]"
184,46,gossip,nonIC,low,sg,Oliver gossiped with the advisees of the specialist who was, was,-2.3216521739959717,"[('iver', -7.989095687866211), (' gossip', -15.245546340942383), ('ed', -3.381329298019409), (' with', -3.5409488677978516), (' the', -2.289010524749756), (' advise', -13.811832427978516), ('es', -10.911149024963379), (' of', -0.9255138635635376), (' the', -1.6038857698440552), (' specialist', -10.656198501586914), (' who', -3.8226494789123535), (' was', -2.3216521739959717)]"
185,47,envy,IC,high,pl,Rebecca envies the contractors of the homeowner who have, have,-3.927611827850342,"[('becca', -9.696532249450684), (' env', -11.5928955078125), ('ies', -2.182762622833252), (' the', -1.5472067594528198), (' contractors', -12.586629867553711), (' of', -4.129875183105469), (' the', -1.2189196348190308), (' homeowner', -12.041756629943848), (' who', -2.7689576148986816), (' have', -3.927611827850342)]"
186,47,recognize,nonIC,high,pl,Rebecca recognizes the contractors of the homeowner who have, have,-3.079555034637451,"[('becca', -9.696532249450684), (' recognizes', -11.4010009765625), (' the', -1.4272642135620117), (' contractors', -13.223251342773438), (' of', -4.757386207580566), (' the', -0.9201412796974182), (' homeowner', -11.240615844726562), (' who', -2.8648252487182617), (' have', -3.079555034637451)]"
187,47,envy,IC,low,sg,Rebecca envies the contractors of the homeowner who has, has,-3.3395228385925293,"[('becca', -9.696532249450684), (' env', -11.5928955078125), ('ies', -2.182762622833252), (' the', -1.5472067594528198), (' contractors', -12.586629867553711), (' of', -4.129875183105469), (' the', -1.2189196348190308), (' homeowner', -12.041756629943848), (' who', -2.7689576148986816), (' has', -3.3395228385925293)]"
188,47,recognize,nonIC,low,sg,Rebecca recognizes the contractors of the homeowner who has, has,-3.605159282684326,"[('becca', -9.696532249450684), (' recognizes', -11.4010009765625), (' the', -1.4272642135620117), (' contractors', -13.223251342773438), (' of', -4.757386207580566), (' the', -0.9201412796974182), (' homeowner', -11.240615844726562), (' who', -2.8648252487182617), (' has', -3.605159282684326)]"
189,48,value,IC,high,pl,Sebastian values the caretakers of the patient who are, are,-3.1201682090759277,"[('eb', -9.686270713806152), ('ast', -0.22049206495285034), ('ian', -0.07560470700263977), (' values', -12.18014907836914), (' the', -3.995506525039673), (' care', -10.355628967285156), ('t', -2.6271891593933105), ('akers', -0.026703400537371635), (' of', -1.2809003591537476), (' the', -1.3686676025390625), (' patient', -7.15079402923584), (' who', -4.128902435302734), (' are', -3.1201682090759277)]"
190,48,jog,nonIC,high,pl,Sebastian jogs with the caretakers of the patient who are, are,-4.3559794425964355,"[('eb', -9.686270713806152), ('ast', -0.22049206495285034), ('ian', -0.07560470700263977), (' j', -10.097545623779297), ('ogs', -7.190408229827881), (' with', -4.002674102783203), (' the', -2.2425947189331055), (' care', -9.469112396240234), ('t', -4.02726936340332), ('akers', -0.005094997119158506), (' of', -0.7796494364738464), (' the', -1.2690250873565674), (' patient', -8.915510177612305), (' who', -3.487389087677002), (' are', -4.3559794425964355)]"
191,48,value,IC,low,sg,Sebastian values the caretakers of the patient who is, is,-2.0843405723571777,"[('eb', -9.686270713806152), ('ast', -0.22049206495285034), ('ian', -0.07560470700263977), (' values', -12.18014907836914), (' the', -3.995506525039673), (' care', -10.355628967285156), ('t', -2.6271891593933105), ('akers', -0.026703400537371635), (' of', -1.2809003591537476), (' the', -1.3686676025390625), (' patient', -7.15079402923584), (' who', -4.128902435302734), (' is', -2.0843405723571777)]"
192,48,jog,nonIC,low,sg,Sebastian jogs with the caretakers of the patient who is, is,-2.2011027336120605,"[('eb', -9.686270713806152), ('ast', -0.22049206495285034), ('ian', -0.07560470700263977), (' j', -10.097545623779297), ('ogs', -7.190408229827881), (' with', -4.002674102783203), (' the', -2.2425947189331055), (' care', -9.469112396240234), ('t', -4.02726936340332), ('akers', -0.005094997119158506), (' of', -0.7796494364738464), (' the', -1.2690250873565674), (' patient', -8.915510177612305), (' who', -3.487389087677002), (' is', -2.2011027336120605)]"
193,49,fear,IC,high,pl,Emma fears the colleagues of the architect who have, have,-5.448227405548096,"[('ma', -7.715455532073975), (' fears', -10.968328475952148), (' the', -2.0301504135131836), (' colleagues', -12.333027839660645), (' of', -3.0862157344818115), (' the', -1.7519172430038452), (' architect', -8.673761367797852), (' who', -2.661644697189331), (' have', -5.448227405548096)]"
194,49,know,nonIC,high,pl,Emma knows the colleagues of the architect who have, have,-4.305025100708008,"[('ma', -7.715455532073975), (' knows', -7.37818717956543), (' the', -2.565035343170166), (' colleagues', -12.3577880859375), (' of', -2.8519983291625977), (' the', -2.0438106060028076), (' architect', -8.054527282714844), (' who', -2.1539599895477295), (' have', -4.305025100708008)]"
195,49,fear,IC,low,sg,Emma fears the colleagues of the architect who has, has,-4.207230091094971,"[('ma', -7.715455532073975), (' fears', -10.968328475952148), (' the', -2.0301504135131836), (' colleagues', -12.333027839660645), (' of', -3.0862157344818115), (' the', -1.7519172430038452), (' architect', -8.673761367797852), (' who', -2.661644697189331), (' has', -4.207230091094971)]"
196,49,know,nonIC,low,sg,Emma knows the colleagues of the architect who has, has,-5.025018692016602,"[('ma', -7.715455532073975), (' knows', -7.37818717956543), (' the', -2.565035343170166), (' colleagues', -12.3577880859375), (' of', -2.8519983291625977), (' the', -2.0438106060028076), (' architect', -8.054527282714844), (' who', -2.1539599895477295), (' has', -5.025018692016602)]"
197,50,notice,IC,high,pl,Ryan noticed the consultants of the entrepreneur who were, were,-4.781291961669922,"[(' noticed', -10.589599609375), (' the', -2.311851978302002), (' consultants', -12.858793258666992), (' of', -5.757058143615723), (' the', -1.1214103698730469), (' entrepreneur', -10.44870376586914), (' who', -3.602041006088257), (' were', -4.781291961669922)]"
198,50,meet,nonIC,high,pl,Ryan met the consultants of the entrepreneur who were, were,-5.834253311157227,"[(' met', -9.038673400878906), (' the', -2.8040857315063477), (' consultants', -10.969149589538574), (' of', -4.538147926330566), (' the', -1.423889398574829), (' entrepreneur', -9.574548721313477), (' who', -3.0689890384674072), (' were', -5.834253311157227)]"
199,50,notice,IC,low,sg,Ryan noticed the consultants of the entrepreneur who was, was,-2.4046361446380615,"[(' noticed', -10.589599609375), (' the', -2.311851978302002), (' consultants', -12.858793258666992), (' of', -5.757058143615723), (' the', -1.1214103698730469), (' entrepreneur', -10.44870376586914), (' who', -3.602041006088257), (' was', -2.4046361446380615)]"
200,50,meet,nonIC,low,sg,Ryan met the consultants of the entrepreneur who was, was,-2.945993423461914,"[(' met', -9.038673400878906), (' the', -2.8040857315063477), (' consultants', -10.969149589538574), (' of', -4.538147926330566), (' the', -1.423889398574829), (' entrepreneur', -9.574548721313477), (' who', -3.0689890384674072), (' was', -2.945993423461914)]"
201,51,praise,IC,high,sg,Amy praised the guardian of the children who was, was,-4.033995628356934,"[(' praised', -11.562674522399902), (' the', -0.9500421285629272), (' guardian', -11.997532844543457), (' of', -2.719470739364624), (' the', -1.2487491369247437), (' children', -4.844612121582031), (' who', -2.9833123683929443), (' was', -4.033995628356934)]"
202,51,talk,nonIC,high,sg,Amy talked to the guardian of the children who was, was,-3.1354188919067383,"[(' talked', -9.93247127532959), (' to', -1.2030086517333984), (' the', -2.6268131732940674), (' guardian', -10.706048011779785), (' of', -1.7354140281677246), (' the', -1.0860848426818848), (' children', -4.6261467933654785), (' who', -2.871476173400879), (' was', -3.1354188919067383)]"
203,51,praise,IC,low,pl,Amy praised the guardian of the children who were, were,-2.0277392864227295,"[(' praised', -11.562674522399902), (' the', -0.9500421285629272), (' guardian', -11.997532844543457), (' of', -2.719470739364624), (' the', -1.2487491369247437), (' children', -4.844612121582031), (' who', -2.9833123683929443), (' were', -2.0277392864227295)]"
204,51,talk,nonIC,low,pl,Amy talked to the guardian of the children who were, were,-1.6877871751785278,"[(' talked', -9.93247127532959), (' to', -1.2030086517333984), (' the', -2.6268131732940674), (' guardian', -10.706048011779785), (' of', -1.7354140281677246), (' the', -1.0860848426818848), (' children', -4.6261467933654785), (' who', -2.871476173400879), (' were', -1.6877871751785278)]"
205,52,hate,IC,high,sg,Jonathon hates the supervisor of the artisans who is, is,-5.288798809051514,"[('athon', -9.774033546447754), (' hates', -12.052352905273438), (' the', -2.345860719680786), (' supervisor', -12.287272453308105), (' of', -4.944533824920654), (' the', -1.2807804346084595), (' art', -8.023344039916992), ('isans', -6.674976348876953), (' who', -2.4238319396972656), (' is', -5.288798809051514)]"
206,52,live,nonIC,high,sg,Jonathon lives next to the supervisor of the artisans who is, is,-5.3921380043029785,"[('athon', -9.774033546447754), (' lives', -11.925033569335938), (' next', -5.733959197998047), (' to', -1.311220645904541), (' the', -1.8060098886489868), (' supervisor', -12.217153549194336), (' of', -2.2430272102355957), (' the', -0.9040608406066895), (' art', -8.904583930969238), ('isans', -6.277407646179199), (' who', -2.525125741958618), (' is', -5.3921380043029785)]"
207,52,hate,IC,low,pl,Jonathon hates the supervisor of the artisans who are, are,-2.664241313934326,"[('athon', -9.774033546447754), (' hates', -12.052352905273438), (' the', -2.345860719680786), (' supervisor', -12.287272453308105), (' of', -4.944533824920654), (' the', -1.2807804346084595), (' art', -8.023344039916992), ('isans', -6.674976348876953), (' who', -2.4238319396972656), (' are', -2.664241313934326)]"
208,52,live,nonIC,low,pl,Jonathon lives next to the supervisor of the artisans who are, are,-2.8144707679748535,"[('athon', -9.774033546447754), (' lives', -11.925033569335938), (' next', -5.733959197998047), (' to', -1.311220645904541), (' the', -1.8060098886489868), (' supervisor', -12.217153549194336), (' of', -2.2430272102355957), (' the', -0.9040608406066895), (' art', -8.904583930969238), ('isans', -6.277407646179199), (' who', -2.525125741958618), (' are', -2.8144707679748535)]"
209,53,blame,IC,high,sg,Natalie blamed the principal of the teachers who was, was,-4.27784538269043,"[('atalie', -11.767288208007812), (' blamed', -11.583725929260254), (' the', -1.223807692527771), (' principal', -9.895528793334961), (' of', -2.4015798568725586), (' the', -0.9981815218925476), (' teachers', -8.264126777648926), (' who', -6.443364143371582), (' was', -4.27784538269043)]"
210,53,resemble,nonIC,high,sg,Natalie resembled the principal of the teachers who was, was,-4.808026313781738,"[('atalie', -11.767288208007812), (' resembled', -14.434052467346191), (' the', -1.7726433277130127), (' principal', -9.05843448638916), (' of', -2.1549947261810303), (' the', -1.2549726963043213), (' teachers', -9.109151840209961), (' who', -4.8033366203308105), (' was', -4.808026313781738)]"
211,53,blame,IC,low,pl,Natalie blamed the principal of the teachers who were, were,-2.2285821437835693,"[('atalie', -11.767288208007812), (' blamed', -11.583725929260254), (' the', -1.223807692527771), (' principal', -9.895528793334961), (' of', -2.4015798568725586), (' the', -0.9981815218925476), (' teachers', -8.264126777648926), (' who', -6.443364143371582), (' were', -2.2285821437835693)]"
212,53,resemble,nonIC,low,pl,Natalie resembled the principal of the teachers who were, were,-2.1030781269073486,"[('atalie', -11.767288208007812), (' resembled', -14.434052467346191), (' the', -1.7726433277130127), (' principal', -9.05843448638916), (' of', -2.1549947261810303), (' the', -1.2549726963043213), (' teachers', -9.109151840209961), (' who', -4.8033366203308105), (' were', -2.1030781269073486)]"
213,54,help,IC,high,sg,Alex helped the counselor of the highschoolers who was, was,-2.9569895267486572,"[(' helped', -9.663599014282227), (' the', -2.66542911529541), (' counselor', -12.136711120605469), (' of', -5.830798149108887), (' the', -1.4386459589004517), (' high', -5.909060478210449), ('school', -5.921398639678955), ('ers', -3.907686710357666), (' who', -3.281306266784668), (' was', -2.9569895267486572)]"
214,54,greet,nonIC,high,sg,Alex greeted the counselor of the highschoolers who was, was,-3.583430290222168,"[(' greeted', -12.883382797241211), (' the', -2.1352527141571045), (' counselor', -11.053611755371094), (' of', -4.387767791748047), (' the', -0.7106728553771973), (' high', -5.741649627685547), ('school', -6.426839828491211), ('ers', -4.604092121124268), (' who', -3.1142539978027344), (' was', -3.583430290222168)]"
215,54,help,IC,low,pl,Alex helped the counselor of the highschoolers who were, were,-1.3208277225494385,"[(' helped', -9.663599014282227), (' the', -2.66542911529541), (' counselor', -12.136711120605469), (' of', -5.830798149108887), (' the', -1.4386459589004517), (' high', -5.909060478210449), ('school', -5.921398639678955), ('ers', -3.907686710357666), (' who', -3.281306266784668), (' were', -1.3208277225494385)]"
216,54,greet,nonIC,low,pl,Alex greeted the counselor of the highschoolers who were, were,-1.4342374801635742,"[(' greeted', -12.883382797241211), (' the', -2.1352527141571045), (' counselor', -11.053611755371094), (' of', -4.387767791748047), (' the', -0.7106728553771973), (' high', -5.741649627685547), ('school', -6.426839828491211), ('ers', -4.604092121124268), (' who', -3.1142539978027344), (' were', -1.4342374801635742)]"
217,55,reproach,IC,high,sg,Tiffany reproached the intern of the executives who was, was,-5.369098663330078,"[('iff', -8.703763008117676), ('any', -1.174601674079895), (' repro', -15.788337707519531), ('ached', -0.8943379521369934), (' the', -1.6928950548171997), (' intern', -9.245272636413574), (' of', -3.6137514114379883), (' the', -0.7666140794754028), (' executives', -10.51083755493164), (' who', -2.883126735687256), (' was', -5.369098663330078)]"
218,55,study,nonIC,high,sg,Tiffany studied with the intern of the executives who was, was,-4.554956436157227,"[('iff', -8.703763008117676), ('any', -1.174601674079895), (' studied', -10.4468994140625), (' with', -3.1028029918670654), (' the', -3.054290771484375), (' intern', -9.01276969909668), (' of', -2.6048715114593506), (' the', -0.9618905186653137), (' executives', -12.205046653747559), (' who', -3.4163641929626465), (' was', -4.554956436157227)]"
219,55,reproach,IC,low,pl,Tiffany reproached the intern of the executives who were, were,-1.876446008682251,"[('iff', -8.703763008117676), ('any', -1.174601674079895), (' repro', -15.788337707519531), ('ached', -0.8943379521369934), (' the', -1.6928950548171997), (' intern', -9.245272636413574), (' of', -3.6137514114379883), (' the', -0.7666140794754028), (' executives', -10.51083755493164), (' who', -2.883126735687256), (' were', -1.876446008682251)]"
220,55,study,nonIC,low,pl,Tiffany studied with the intern of the executives who were, were,-2.0843217372894287,"[('iff', -8.703763008117676), ('any', -1.174601674079895), (' studied', -10.4468994140625), (' with', -3.1028029918670654), (' the', -3.054290771484375), (' intern', -9.01276969909668), (' of', -2.6048715114593506), (' the', -0.9618905186653137), (' executives', -12.205046653747559), (' who', -3.4163641929626465), (' were', -2.0843217372894287)]"
221,56,pacify,IC,high,sg,Samuel pacified the neighbor of the musicians who was, was,-2.690931797027588,"[('uel', -7.956862449645996), (' pac', -15.743494033813477), ('ified', -0.621564507484436), (' the', -1.1654706001281738), (' neighbor', -8.608402252197266), (' of', -4.515041351318359), (' the', -1.4224549531936646), (' musicians', -11.812846183776855), (' who', -2.1117238998413086), (' was', -2.690931797027588)]"
222,56,chat,nonIC,high,sg,Samuel chatted with the neighbor of the musicians who was, was,-2.033515453338623,"[('uel', -7.956862449645996), (' ch', -11.157999038696289), ('atted', -2.1074576377868652), (' with', -0.6838116645812988), (' the', -2.647737979888916), (' neighbor', -9.90195369720459), (' of', -3.50521183013916), (' the', -1.0445122718811035), (' musicians', -11.617115020751953), (' who', -1.9860305786132812), (' was', -2.033515453338623)]"
223,56,pacify,IC,low,pl,Samuel pacified the neighbor of the musicians who were, were,-1.39053213596344,"[('uel', -7.956862449645996), (' pac', -15.743494033813477), ('ified', -0.621564507484436), (' the', -1.1654706001281738), (' neighbor', -8.608402252197266), (' of', -4.515041351318359), (' the', -1.4224549531936646), (' musicians', -11.812846183776855), (' who', -2.1117238998413086), (' were', -1.39053213596344)]"
224,56,chat,nonIC,low,pl,Samuel chatted with the neighbor of the musicians who were, were,-2.887603282928467,"[('uel', -7.956862449645996), (' ch', -11.157999038696289), ('atted', -2.1074576377868652), (' with', -0.6838116645812988), (' the', -2.647737979888916), (' neighbor', -9.90195369720459), (' of', -3.50521183013916), (' the', -1.0445122718811035), (' musicians', -11.617115020751953), (' who', -1.9860305786132812), (' were', -2.887603282928467)]"
225,57,detest,IC,high,sg,Julie detests the boss of the administrators who has, has,-5.352479457855225,"[('ie', -6.097168445587158), (' det', -12.8208589553833), ('ests', -2.009463310241699), (' the', -1.711198329925537), (' boss', -9.535560607910156), (' of', -3.419931411743164), (' the', -1.3356983661651611), (' administrators', -11.531627655029297), (' who', -2.3579928874969482), (' has', -5.352479457855225)]"
226,57,visit,nonIC,high,sg,Julie visits the boss of the administrators who has, has,-5.202240943908691,"[('ie', -6.097168445587158), (' visits', -10.304295539855957), (' the', -1.4152860641479492), (' boss', -10.643837928771973), (' of', -1.8746181726455688), (' the', -1.3549946546554565), (' administrators', -12.281965255737305), (' who', -3.3388495445251465), (' has', -5.202240943908691)]"
227,57,detest,IC,low,pl,Julie detests the boss of the administrators who have, have,-2.994676113128662,"[('ie', -6.097168445587158), (' det', -12.8208589553833), ('ests', -2.009463310241699), (' the', -1.711198329925537), (' boss', -9.535560607910156), (' of', -3.419931411743164), (' the', -1.3356983661651611), (' administrators', -11.531627655029297), (' who', -2.3579928874969482), (' have', -2.994676113128662)]"
228,57,visit,nonIC,low,pl,Julie visits the boss of the administrators who have, have,-2.725213050842285,"[('ie', -6.097168445587158), (' visits', -10.304295539855957), (' the', -1.4152860641479492), (' boss', -10.643837928771973), (' of', -1.8746181726455688), (' the', -1.3549946546554565), (' administrators', -12.281965255737305), (' who', -3.3388495445251465), (' have', -2.725213050842285)]"
229,58,thank,IC,high,sg,Ethan thanked the host of the guests who was, was,-6.587939739227295,"[('than', -10.508368492126465), (' thanked', -9.551915168762207), (' the', -1.8163902759552002), (' host', -6.072253227233887), (' of', -1.7176074981689453), (' the', -1.6459839344024658), (' guests', -7.613614082336426), (' who', -3.5101213455200195), (' was', -6.587939739227295)]"
230,58,ran,nonIC,high,sg,Ethan ran into the host of the guests who was, was,-5.214784145355225,"[('than', -10.508368492126465), (' ran', -9.096035957336426), (' into', -2.796865463256836), (' the', -2.3493404388427734), (' host', -9.321640014648438), (' of', -2.624695301055908), (' the', -2.300447940826416), (' guests', -8.168121337890625), (' who', -3.1777451038360596), (' was', -5.214784145355225)]"
231,58,thank,IC,low,pl,Ethan thanked the host of the guests who were, were,-2.33821439743042,"[('than', -10.508368492126465), (' thanked', -9.551915168762207), (' the', -1.8163902759552002), (' host', -6.072253227233887), (' of', -1.7176074981689453), (' the', -1.6459839344024658), (' guests', -7.613614082336426), (' who', -3.5101213455200195), (' were', -2.33821439743042)]"
232,58,ran,nonIC,low,pl,Ethan ran into the host of the guests who were, were,-1.333253264427185,"[('than', -10.508368492126465), (' ran', -9.096035957336426), (' into', -2.796865463256836), (' the', -2.3493404388427734), (' host', -9.321640014648438), (' of', -2.624695301055908), (' the', -2.300447940826416), (' guests', -8.168121337890625), (' who', -3.1777451038360596), (' were', -1.333253264427185)]"
233,59,congratulate,IC,high,sg,Grace congratulates the director of the staff members who has, has,-7.537862777709961,"[('ace', -7.673612594604492), (' congrat', -13.870767593383789), ('ulates', -0.004834628663957119), (' the', -2.186041831970215), (' director', -7.278361797332764), (' of', -1.3013626337051392), (' the', -0.643661379814148), (' staff', -7.797435283660889), (' members', -7.244054317474365), (' who', -2.021291732788086), (' has', -7.537862777709961)]"
234,59,work,nonIC,high,sg,Grace works with the director of the staff members who has, has,-6.698082447052002,"[('ace', -7.673612594604492), (' works', -9.380548477172852), (' with', -1.7843637466430664), (' the', -2.231276035308838), (' director', -7.116899013519287), (' of', -1.3844780921936035), (' the', -1.466377854347229), (' staff', -8.674858093261719), (' members', -7.374828338623047), (' who', -2.539595603942871), (' has', -6.698082447052002)]"
235,59,congratulate,IC,low,pl,Grace congratulates the director of the staff members who have, have,-2.672804117202759,"[('ace', -7.673612594604492), (' congrat', -13.870767593383789), ('ulates', -0.004834628663957119), (' the', -2.186041831970215), (' director', -7.278361797332764), (' of', -1.3013626337051392), (' the', -0.643661379814148), (' staff', -7.797435283660889), (' members', -7.244054317474365), (' who', -2.021291732788086), (' have', -2.672804117202759)]"
236,59,work,nonIC,low,pl,Grace works with the director of the staff members who have, have,-3.155052661895752,"[('ace', -7.673612594604492), (' works', -9.380548477172852), (' with', -1.7843637466430664), (' the', -2.231276035308838), (' director', -7.116899013519287), (' of', -1.3844780921936035), (' the', -1.466377854347229), (' staff', -8.674858093261719), (' members', -7.374828338623047), (' who', -2.539595603942871), (' have', -3.155052661895752)]"
237,60,mock,IC,high,sg,Joseph mocked the trainer of the boxers who was, was,-3.3869900703430176,"[(' mocked', -12.635422706604004), (' the', -1.6712424755096436), (' trainer', -10.560861587524414), (' of', -4.748542308807373), (' the', -1.3325756788253784), (' box', -9.428080558776855), ('ers', -2.447488784790039), (' who', -2.746506690979004), (' was', -3.3869900703430176)]"
238,60,carpool,nonIC,high,sg,Joseph carpooled with the trainer of the boxers who was, was,-3.1043715476989746,"[(' car', -9.746220588684082), ('pool', -5.434363842010498), ('ed', -0.74117112159729), (' with', -1.555830717086792), (' the', -2.90842342376709), (' trainer', -9.19184398651123), (' of', -5.278277397155762), (' the', -1.386765718460083), (' box', -8.882933616638184), ('ers', -2.9841501712799072), (' who', -3.411447525024414), (' was', -3.1043715476989746)]"
239,60,mock,IC,low,pl,Joseph mocked the trainer of the boxers who were, were,-2.455845355987549,"[(' mocked', -12.635422706604004), (' the', -1.6712424755096436), (' trainer', -10.560861587524414), (' of', -4.748542308807373), (' the', -1.3325756788253784), (' box', -9.428080558776855), ('ers', -2.447488784790039), (' who', -2.746506690979004), (' were', -2.455845355987549)]"
240,60,carpool,nonIC,low,pl,Joseph carpooled with the trainer of the boxers who were, were,-1.6473402976989746,"[(' car', -9.746220588684082), ('pool', -5.434363842010498), ('ed', -0.74117112159729), (' with', -1.555830717086792), (' the', -2.90842342376709), (' trainer', -9.19184398651123), (' of', -5.278277397155762), (' the', -1.386765718460083), (' box', -8.882933616638184), ('ers', -2.9841501712799072), (' who', -3.411447525024414), (' were', -1.6473402976989746)]"
